date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:31:15	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Jun%202024%2004:31:14%20GMT	http://www.packdemusicas.com.br/videoclipes.html	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/videoclipes.0.delayed	(from )
01:31:15	55572/55572	---M-Z	200	added ('OK')	text/html	etag:%22d914-662fc74d-b7dda9bd7aade738;gz%22	https://www.packdemusicas.com.br/videoclipes.html	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/videoclipes.html	(from )
01:31:15	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/robots.txt		(from )
01:31:16	6174/6174	---M-Z	200	added ('OK')	text/css	etag:%22181e-63c9c287-e33aa92c003ebc36;gz%22	https://www.packdemusicas.com.br/normalize.css	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/normalize.css	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:16	1032/1032	---M-Z	200	added ('OK')	text/css	etag:%22408-63c9c288-b49a7a5b723de72a;gz%22	https://www.packdemusicas.com.br/reset.css	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/reset.css	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:16	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/favicon.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/favicon.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:16	2437/2437	---M--	200	added ('OK')	image/png	etag:%22985-65a1680e-74a1980ad4aeae97;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/favicon.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/favicon.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:16	949022/949022	---M--	200	added ('OK')	image/png	etag:%22e7b1e-65a16808-210c2a837fa0c7f0;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/bg.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/bg.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:17	42531/42531	---M--	200	added ('OK')	image/png	etag:%22a623-65a1680f-1a91268de3ef2ca6;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/logotipo.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/logotipo.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:17	259848/259848	---M--	200	added ('OK')	image/png	etag:%223f708-65a16807-9dc7709e88e4b569;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card01.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card01.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:17	362877/362877	---M--	200	added ('OK')	image/png	etag:%225897d-65a16809-85336b12158e28a9;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card02.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card02.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:17	362289/362289	---M--	200	added ('OK')	image/png	etag:%2258731-65a16809-a331406cc4bf068c;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card03.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card03.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:17	260860/260860	---M--	200	added ('OK')	image/png	etag:%223fafc-65a16809-e7f5c0994c48d149;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card04.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card04.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:18	335655/335655	---M--	200	added ('OK')	image/png	etag:%2251f27-65a16809-3ac1c8ec62bc90b7;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card05.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card05.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:18	404036/404036	---M--	200	added ('OK')	image/png	etag:%2262a44-65a1680a-7f011cf8a2a3141e;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card06.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card06.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:18	254318/254318	---M--	200	added ('OK')	image/png	etag:%223e16e-65a1680a-abed41127027038;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card07.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card07.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:18	337636/337636	---M--	200	added ('OK')	image/png	etag:%22526e4-65a1680a-e93345b6853dd380;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card08.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card08.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:19	366291/366291	---M--	200	added ('OK')	image/png	etag:%22596d3-65a1680a-9e8ce09456930a93;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card09.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card09.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:19	276232/276232	---M--	200	added ('OK')	image/png	etag:%2243708-65a1680b-9a1dc7a85a28b992;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card10.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card10.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:19	426998/426998	---M--	200	added ('OK')	image/png	etag:%22683f6-65a1680b-d3f8bd4e440cff1d;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card11.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card11.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:19	324257/324257	---M--	200	added ('OK')	image/png	etag:%224f2a1-65a1680b-f220d3a2d82e226f;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card12.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card12.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:19	320569/320569	---M--	200	added ('OK')	image/png	etag:%224e439-65a1680b-2c55a19428acca3c;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card13.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card13.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:20	301764/301764	---M--	200	added ('OK')	image/png	etag:%2249ac4-65a1680b-40d5f90029796a2e;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card14.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card14.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:20	331834/331834	---M--	200	added ('OK')	image/png	etag:%225103a-65a1680b-fe5f53d0d42ee9b9;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card15.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card15.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:20	254745/254745	---M--	200	added ('OK')	image/png	etag:%223e319-65a1680c-db3c8ef207e86dae;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card16.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card16.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:20	326897/326897	---M--	200	added ('OK')	image/png	etag:%224fcf1-65a1680c-51681c38e3c3cb68;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card17.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card17.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:20	225429/225429	---M--	200	added ('OK')	image/png	etag:%2237095-65a1680c-2367045ed2d709a7;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card18.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card18.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:21	246760/246760	---M--	200	added ('OK')	image/png	etag:%223c3e8-65a1680c-ac35cd1c6774aea7;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card19.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card19.png	(from https://www.packdemusicas.com.br/videoclipes.html)
01:31:21	380488/380488	---M--	200	added ('OK')	image/png	etag:%225ce48-65a1680c-b89cb3cbf88c640f;;;%22	https://www.packdemusicas.com.br/imgvideoclipes/card20.png	C:/Meus%20Sites/9.000/9.000/www.packdemusicas.com.br/imgvideoclipes/card20.png	(from https://www.packdemusicas.com.br/videoclipes.html)
